filename,microregister,mesoregister,macroregister,mode
academicW2A-001_MAT.txt,academic,academic,academic,written
academicW2A-002_MAT.txt,academic,academic,academic,written
academicW2A-003_MAT.txt,academic,academic,academic,written
academicW2A-004_MAT.txt,academic,academic,academic,written
academicW2A-005_MAT.txt,academic,academic,academic,written
academicW2A-006_MAT.txt,academic,academic,academic,written
academicW2A-007_MAT.txt,academic,academic,academic,written
academicW2A-008_MAT.txt,academic,academic,academic,written
academicW2A-009_MAT.txt,academic,academic,academic,written
academicW2A-010_MAT.txt,academic,academic,academic,written
academicW2A-011_MAT.txt,academic,academic,academic,written
academicW2A-012_MAT.txt,academic,academic,academic,written
academicW2A-013_MAT.txt,academic,academic,academic,written
academicW2A-014_MAT.txt,academic,academic,academic,written
academicW2A-015_MAT.txt,academic,academic,academic,written
academicW2A-016_MAT.txt,academic,academic,academic,written
academicW2A-017_MAT.txt,academic,academic,academic,written
academicW2A-018_MAT.txt,academic,academic,academic,written
academicW2A-019_MAT.txt,academic,academic,academic,written
academicW2A-020_MAT.txt,academic,academic,academic,written
academicW2A-021_MAT.txt,academic,academic,academic,written
academicW2A-022_MAT.txt,academic,academic,academic,written
academicW2A-023_MAT.txt,academic,academic,academic,written
academicW2A-024_MAT.txt,academic,academic,academic,written
academicW2A-025_MAT.txt,academic,academic,academic,written
academicW2A-026_MAT.txt,academic,academic,academic,written
academicW2A-027_MAT.txt,academic,academic,academic,written
academicW2A-028_MAT.txt,academic,academic,academic,written
academicW2A-029_MAT.txt,academic,academic,academic,written
academicW2A-030_MAT.txt,academic,academic,academic,written
academicW2A-031_MAT.txt,academic,academic,academic,written
academicW2A-032_MAT.txt,academic,academic,academic,written
academicW2A-033_MAT.txt,academic,academic,academic,written
academicW2A-034_MAT.txt,academic,academic,academic,written
academicW2A-035_MAT.txt,academic,academic,academic,written
academicW2A-036_MAT.txt,academic,academic,academic,written
academicW2A-037_MAT.txt,academic,academic,academic,written
academicW2A-038_MAT.txt,academic,academic,academic,written
academicW2A-039_MAT.txt,academic,academic,academic,written
academicW2A-040_MAT.txt,academic,academic,academic,written
brdcastdS1B-021_MAT.txt,broadcast discussion,broadcast,public dialogue,spoken
brdcastdS1B-022_MAT.txt,broadcast discussion,broadcast,public dialogue,spoken
brdcastdS1B-023_MAT.txt,broadcast discussion,broadcast,public dialogue,spoken
brdcastdS1B-024_MAT.txt,broadcast discussion,broadcast,public dialogue,spoken
brdcastdS1B-025_MAT.txt,broadcast discussion,broadcast,public dialogue,spoken
brdcastdS1B-026_MAT.txt,broadcast discussion,broadcast,public dialogue,spoken
brdcastdS1B-027_MAT.txt,broadcast discussion,broadcast,public dialogue,spoken
brdcastdS1B-028_MAT.txt,broadcast discussion,broadcast,public dialogue,spoken
brdcastdS1B-029_MAT.txt,broadcast discussion,broadcast,public dialogue,spoken
brdcastdS1B-030_MAT.txt,broadcast discussion,broadcast,public dialogue,spoken
brdcastdS1B-031_MAT.txt,broadcast discussion,broadcast,public dialogue,spoken
brdcastdS1B-032_MAT.txt,broadcast discussion,broadcast,public dialogue,spoken
brdcastdS1B-033_MAT.txt,broadcast discussion,broadcast,public dialogue,spoken
brdcastdS1B-034_MAT.txt,broadcast discussion,broadcast,public dialogue,spoken
brdcastdS1B-035_MAT.txt,broadcast discussion,broadcast,public dialogue,spoken
brdcastdS1B-036_MAT.txt,broadcast discussion,broadcast,public dialogue,spoken
brdcastdS1B-037_MAT.txt,broadcast discussion,broadcast,public dialogue,spoken
brdcastdS1B-038_MAT.txt,broadcast discussion,broadcast,public dialogue,spoken
brdcastdS1B-039_MAT.txt,broadcast discussion,broadcast,public dialogue,spoken
brdcastdS1B-040_MAT.txt,broadcast discussion,broadcast,public dialogue,spoken
brdcastiS1B-041_MAT.txt,broadcast interview,broadcast,public dialogue,spoken
brdcastiS1B-042_MAT.txt,broadcast interview,broadcast,public dialogue,spoken
brdcastiS1B-043_MAT.txt,broadcast interview,broadcast,public dialogue,spoken
brdcastiS1B-044_MAT.txt,broadcast interview,broadcast,public dialogue,spoken
brdcastiS1B-045_MAT.txt,broadcast interview,broadcast,public dialogue,spoken
brdcastiS1B-046_MAT.txt,broadcast interview,broadcast,public dialogue,spoken
brdcastiS1B-047_MAT.txt,broadcast interview,broadcast,public dialogue,spoken
brdcastiS1B-048_MAT.txt,broadcast interview,broadcast,public dialogue,spoken
brdcastiS1B-049_MAT.txt,broadcast interview,broadcast,public dialogue,spoken
brdcastiS1B-050_MAT.txt,broadcast interview,broadcast,public dialogue,spoken
businessS1B-071_MAT.txt,business transactions,business transactions,public dialogue,spoken
businessS1B-072_MAT.txt,business transactions,business transactions,public dialogue,spoken
businessS1B-073_MAT.txt,business transactions,business transactions,public dialogue,spoken
businessS1B-074_MAT.txt,business transactions,business transactions,public dialogue,spoken
businessS1B-075_MAT.txt,business transactions,business transactions,public dialogue,spoken
businessS1B-076_MAT.txt,business transactions,business transactions,public dialogue,spoken
businessS1B-077_MAT.txt,business transactions,business transactions,public dialogue,spoken
businessS1B-078_MAT.txt,business transactions,business transactions,public dialogue,spoken
businessS1B-079_MAT.txt,business transactions,business transactions,public dialogue,spoken
businessS1B-080_MAT.txt,business transactions,business transactions,public dialogue,spoken
commentariesS2A-001_MAT.txt,commentaries,commentaries,unscripted,spoken
commentariesS2A-002_MAT.txt,commentaries,commentaries,unscripted,spoken
commentariesS2A-003_MAT.txt,commentaries,commentaries,unscripted,spoken
commentariesS2A-004_MAT.txt,commentaries,commentaries,unscripted,spoken
commentariesS2A-005_MAT.txt,commentaries,commentaries,unscripted,spoken
commentariesS2A-006_MAT.txt,commentaries,commentaries,unscripted,spoken
commentariesS2A-007_MAT.txt,commentaries,commentaries,unscripted,spoken
commentariesS2A-008_MAT.txt,commentaries,commentaries,unscripted,spoken
commentariesS2A-009_MAT.txt,commentaries,commentaries,unscripted,spoken
commentariesS2A-010_MAT.txt,commentaries,commentaries,unscripted,spoken
commentariesS2A-011_MAT.txt,commentaries,commentaries,unscripted,spoken
commentariesS2A-012_MAT.txt,commentaries,commentaries,unscripted,spoken
commentariesS2A-013_MAT.txt,commentaries,commentaries,unscripted,spoken
commentariesS2A-014_MAT.txt,commentaries,commentaries,unscripted,spoken
commentariesS2A-015_MAT.txt,commentaries,commentaries,unscripted,spoken
commentariesS2A-016_MAT.txt,commentaries,commentaries,unscripted,spoken
commentariesS2A-017_MAT.txt,commentaries,commentaries,unscripted,spoken
commentariesS2A-018_MAT.txt,commentaries,commentaries,unscripted,spoken
commentariesS2A-019_MAT.txt,commentaries,commentaries,unscripted,spoken
commentariesS2A-020_MAT.txt,commentaries,commentaries,unscripted,spoken
comments2012.4527764_MAT.txt,online comments,online comments,online comments,written
comments2013.10374471_MAT.txt,online comments,online comments,online comments,written
comments2013.10749814_MAT.txt,online comments,online comments,online comments,written
comments2013.11580291_MAT.txt,online comments,online comments,online comments,written
comments2013.11712162_MAT.txt,online comments,online comments,online comments,written
comments2013.12758327_MAT.txt,online comments,online comments,online comments,written
comments2013.13338436_MAT.txt,online comments,online comments,online comments,written
comments2013.13545348_MAT.txt,online comments,online comments,online comments,written
comments2013.13702405_MAT.txt,online comments,online comments,online comments,written
comments2013.14654368_MAT.txt,online comments,online comments,online comments,written
comments2013.15015350_MAT.txt,online comments,online comments,online comments,written
comments2013.15258988_MAT.txt,online comments,online comments,online comments,written
comments2013.15551439_MAT.txt,online comments,online comments,online comments,written
comments2013.15683665_MAT.txt,online comments,online comments,online comments,written
comments2013.16059313_MAT.txt,online comments,online comments,online comments,written
comments2013.16069972_MAT.txt,online comments,online comments,online comments,written
comments2013.7536781_MAT.txt,online comments,online comments,online comments,written
comments2014.17357464_MAT.txt,online comments,online comments,online comments,written
comments2014.18056398_MAT.txt,online comments,online comments,online comments,written
comments2014.18209186_MAT.txt,online comments,online comments,online comments,written
comments2014.18458939_MAT.txt,online comments,online comments,online comments,written
comments2014.18535432_MAT.txt,online comments,online comments,online comments,written
comments2014.19155297_MAT.txt,online comments,online comments,online comments,written
comments2014.19358016_MAT.txt,online comments,online comments,online comments,written
comments2014.19453027_MAT.txt,online comments,online comments,online comments,written
comments2014.19472467_MAT.txt,online comments,online comments,online comments,written
comments2014.19533911_MAT.txt,online comments,online comments,online comments,written
comments2014.19911352_MAT.txt,online comments,online comments,online comments,written
comments2014.20274623_MAT.txt,online comments,online comments,online comments,written
comments2014.20274739_MAT.txt,online comments,online comments,online comments,written
comments2014.20704953_MAT.txt,online comments,online comments,online comments,written
comments2014.21614519_MAT.txt,online comments,online comments,online comments,written
comments2014.21834658_MAT.txt,online comments,online comments,online comments,written
comments2014.22070704_MAT.txt,online comments,online comments,online comments,written
comments2015.22423565_MAT.txt,online comments,online comments,online comments,written
comments2015.23044006_MAT.txt,online comments,online comments,online comments,written
comments2015.23304237_MAT.txt,online comments,online comments,online comments,written
comments2015.23395519_MAT.txt,online comments,online comments,online comments,written
comments2015.23440363_MAT.txt,online comments,online comments,online comments,written
comments2015.23701139_MAT.txt,online comments,online comments,online comments,written
comments2015.24123971_MAT.txt,online comments,online comments,online comments,written
comments2015.24150908_MAT.txt,online comments,online comments,online comments,written
comments2015.24649804_MAT.txt,online comments,online comments,online comments,written
comments2015.25141317_MAT.txt,online comments,online comments,online comments,written
comments2015.25149957_MAT.txt,online comments,online comments,online comments,written
comments2015.25873126_MAT.txt,online comments,online comments,online comments,written
comments2015.26023945_MAT.txt,online comments,online comments,online comments,written
comments2015.26055892_MAT.txt,online comments,online comments,online comments,written
comments2015.26151269_MAT.txt,online comments,online comments,online comments,written
comments2015.26415827_MAT.txt,online comments,online comments,online comments,written
comments2015.26904315_MAT.txt,online comments,online comments,online comments,written
comments2015.26995524_MAT.txt,online comments,online comments,online comments,written
comments2015.27165050_MAT.txt,online comments,online comments,online comments,written
comments2015.27239046_MAT.txt,online comments,online comments,online comments,written
comments2015.27535617_MAT.txt,online comments,online comments,online comments,written
comments2015.27608744_MAT.txt,online comments,online comments,online comments,written
comments2015.27695104_MAT.txt,online comments,online comments,online comments,written
comments2015.27743898_MAT.txt,online comments,online comments,online comments,written
comments2015.27910650_MAT.txt,online comments,online comments,online comments,written
comments2016.28439365_MAT.txt,online comments,online comments,online comments,written
comments2016.28746460_MAT.txt,online comments,online comments,online comments,written
comments2016.28814433_MAT.txt,online comments,online comments,online comments,written
comments2016.29030490_MAT.txt,online comments,online comments,online comments,written
comments2016.29282579_MAT.txt,online comments,online comments,online comments,written
comments2016.29295022_MAT.txt,online comments,online comments,online comments,written
comments2016.29494028_MAT.txt,online comments,online comments,online comments,written
comments2016.29661863_MAT.txt,online comments,online comments,online comments,written
comments2016.30273090_MAT.txt,online comments,online comments,online comments,written
comments2016.30726665_MAT.txt,online comments,online comments,online comments,written
comments2016.31520824_MAT.txt,online comments,online comments,online comments,written
comments2016.31691976_MAT.txt,online comments,online comments,online comments,written
comments2016.32301637_MAT.txt,online comments,online comments,online comments,written
comments2016.32323302_MAT.txt,online comments,online comments,online comments,written
comments2016.32357872_MAT.txt,online comments,online comments,online comments,written
comments2016.32605392_MAT.txt,online comments,online comments,online comments,written
comments2016.32709233_MAT.txt,online comments,online comments,online comments,written
comments2016.32970744_MAT.txt,online comments,online comments,online comments,written
comments2016.33207704_MAT.txt,online comments,online comments,online comments,written
comments2016.33285872_MAT.txt,online comments,online comments,online comments,written
comments2016.33373272_MAT.txt,online comments,online comments,online comments,written
conversationS1A-001_MAT.txt,conversation,conversation,private dialogue,spoken
conversationS1A-002_MAT.txt,conversation,conversation,private dialogue,spoken
conversationS1A-003_MAT.txt,conversation,conversation,private dialogue,spoken
conversationS1A-004_MAT.txt,conversation,conversation,private dialogue,spoken
conversationS1A-005_MAT.txt,conversation,conversation,private dialogue,spoken
conversationS1A-006_MAT.txt,conversation,conversation,private dialogue,spoken
conversationS1A-007_MAT.txt,conversation,conversation,private dialogue,spoken
conversationS1A-008_MAT.txt,conversation,conversation,private dialogue,spoken
conversationS1A-009_MAT.txt,conversation,conversation,private dialogue,spoken
conversationS1A-010_MAT.txt,conversation,conversation,private dialogue,spoken
conversationS1A-011_MAT.txt,conversation,conversation,private dialogue,spoken
conversationS1A-012_MAT.txt,conversation,conversation,private dialogue,spoken
conversationS1A-013_MAT.txt,conversation,conversation,private dialogue,spoken
conversationS1A-014_MAT.txt,conversation,conversation,private dialogue,spoken
conversationS1A-015_MAT.txt,conversation,conversation,private dialogue,spoken
conversationS1A-016_MAT.txt,conversation,conversation,private dialogue,spoken
conversationS1A-017_MAT.txt,conversation,conversation,private dialogue,spoken
conversationS1A-018_MAT.txt,conversation,conversation,private dialogue,spoken
conversationS1A-019_MAT.txt,conversation,conversation,private dialogue,spoken
conversationS1A-020_MAT.txt,conversation,conversation,private dialogue,spoken
conversationS1A-021_MAT.txt,conversation,conversation,private dialogue,spoken
conversationS1A-022_MAT.txt,conversation,conversation,private dialogue,spoken
conversationS1A-023_MAT.txt,conversation,conversation,private dialogue,spoken
conversationS1A-024_MAT.txt,conversation,conversation,private dialogue,spoken
conversationS1A-025_MAT.txt,conversation,conversation,private dialogue,spoken
conversationS1A-026_MAT.txt,conversation,conversation,private dialogue,spoken
conversationS1A-027_MAT.txt,conversation,conversation,private dialogue,spoken
conversationS1A-028_MAT.txt,conversation,conversation,private dialogue,spoken
conversationS1A-029_MAT.txt,conversation,conversation,private dialogue,spoken
conversationS1A-030_MAT.txt,conversation,conversation,private dialogue,spoken
conversationS1A-031_MAT.txt,conversation,conversation,private dialogue,spoken
conversationS1A-032_MAT.txt,conversation,conversation,private dialogue,spoken
conversationS1A-033_MAT.txt,conversation,conversation,private dialogue,spoken
conversationS1A-034_MAT.txt,conversation,conversation,private dialogue,spoken
conversationS1A-035_MAT.txt,conversation,conversation,private dialogue,spoken
conversationS1A-036_MAT.txt,conversation,conversation,private dialogue,spoken
conversationS1A-037_MAT.txt,conversation,conversation,private dialogue,spoken
conversationS1A-038_MAT.txt,conversation,conversation,private dialogue,spoken
conversationS1A-039_MAT.txt,conversation,conversation,private dialogue,spoken
conversationS1A-040_MAT.txt,conversation,conversation,private dialogue,spoken
conversationS1A-041_MAT.txt,conversation,conversation,private dialogue,spoken
conversationS1A-042_MAT.txt,conversation,conversation,private dialogue,spoken
conversationS1A-043_MAT.txt,conversation,conversation,private dialogue,spoken
conversationS1A-044_MAT.txt,conversation,conversation,private dialogue,spoken
conversationS1A-045_MAT.txt,conversation,conversation,private dialogue,spoken
conversationS1A-046_MAT.txt,conversation,conversation,private dialogue,spoken
conversationS1A-047_MAT.txt,conversation,conversation,private dialogue,spoken
conversationS1A-048_MAT.txt,conversation,conversation,private dialogue,spoken
conversationS1A-049_MAT.txt,conversation,conversation,private dialogue,spoken
conversationS1A-050_MAT.txt,conversation,conversation,private dialogue,spoken
conversationS1A-051_MAT.txt,conversation,conversation,private dialogue,spoken
conversationS1A-052_MAT.txt,conversation,conversation,private dialogue,spoken
conversationS1A-053_MAT.txt,conversation,conversation,private dialogue,spoken
conversationS1A-054_MAT.txt,conversation,conversation,private dialogue,spoken
conversationS1A-055_MAT.txt,conversation,conversation,private dialogue,spoken
conversationS1A-056_MAT.txt,conversation,conversation,private dialogue,spoken
conversationS1A-057_MAT.txt,conversation,conversation,private dialogue,spoken
conversationS1A-058_MAT.txt,conversation,conversation,private dialogue,spoken
conversationS1A-059_MAT.txt,conversation,conversation,private dialogue,spoken
conversationS1A-060_MAT.txt,conversation,conversation,private dialogue,spoken
conversationS1A-061_MAT.txt,conversation,conversation,private dialogue,spoken
conversationS1A-062_MAT.txt,conversation,conversation,private dialogue,spoken
conversationS1A-063_MAT.txt,conversation,conversation,private dialogue,spoken
conversationS1A-064_MAT.txt,conversation,conversation,private dialogue,spoken
conversationS1A-065_MAT.txt,conversation,conversation,private dialogue,spoken
conversationS1A-066_MAT.txt,conversation,conversation,private dialogue,spoken
conversationS1A-067_MAT.txt,conversation,conversation,private dialogue,spoken
conversationS1A-068_MAT.txt,conversation,conversation,private dialogue,spoken
conversationS1A-069_MAT.txt,conversation,conversation,private dialogue,spoken
conversationS1A-070_MAT.txt,conversation,conversation,private dialogue,spoken
conversationS1A-071_MAT.txt,conversation,conversation,private dialogue,spoken
conversationS1A-072_MAT.txt,conversation,conversation,private dialogue,spoken
conversationS1A-073_MAT.txt,conversation,conversation,private dialogue,spoken
conversationS1A-074_MAT.txt,conversation,conversation,private dialogue,spoken
conversationS1A-075_MAT.txt,conversation,conversation,private dialogue,spoken
conversationS1A-076_MAT.txt,conversation,conversation,private dialogue,spoken
conversationS1A-077_MAT.txt,conversation,conversation,private dialogue,spoken
conversationS1A-078_MAT.txt,conversation,conversation,private dialogue,spoken
conversationS1A-079_MAT.txt,conversation,conversation,private dialogue,spoken
conversationS1A-080_MAT.txt,conversation,conversation,private dialogue,spoken
conversationS1A-081_MAT.txt,conversation,conversation,private dialogue,spoken
conversationS1A-082_MAT.txt,conversation,conversation,private dialogue,spoken
conversationS1A-083_MAT.txt,conversation,conversation,private dialogue,spoken
conversationS1A-084_MAT.txt,conversation,conversation,private dialogue,spoken
conversationS1A-085_MAT.txt,conversation,conversation,private dialogue,spoken
conversationS1A-086_MAT.txt,conversation,conversation,private dialogue,spoken
conversationS1A-087_MAT.txt,conversation,conversation,private dialogue,spoken
conversationS1A-088_MAT.txt,conversation,conversation,private dialogue,spoken
conversationS1A-089_MAT.txt,conversation,conversation,private dialogue,spoken
conversationS1A-090_MAT.txt,conversation,conversation,private dialogue,spoken
demonstrationsS2A-051_MAT.txt,demonstrations,demonstrations,unscripted,spoken
demonstrationsS2A-052_MAT.txt,demonstrations,demonstrations,unscripted,spoken
demonstrationsS2A-053_MAT.txt,demonstrations,demonstrations,unscripted,spoken
demonstrationsS2A-054_MAT.txt,demonstrations,demonstrations,unscripted,spoken
demonstrationsS2A-055_MAT.txt,demonstrations,demonstrations,unscripted,spoken
demonstrationsS2A-056_MAT.txt,demonstrations,demonstrations,unscripted,spoken
demonstrationsS2A-057_MAT.txt,demonstrations,demonstrations,unscripted,spoken
demonstrationsS2A-058_MAT.txt,demonstrations,demonstrations,unscripted,spoken
demonstrationsS2A-059_MAT.txt,demonstrations,demonstrations,unscripted,spoken
demonstrationsS2A-060_MAT.txt,demonstrations,demonstrations,unscripted,spoken
examsW1A-011_MAT.txt,exams,exams,non-professional writing,written
examsW1A-012_MAT.txt,exams,exams,non-professional writing,written
examsW1A-013_MAT.txt,exams,exams,non-professional writing,written
examsW1A-014_MAT.txt,exams,exams,non-professional writing,written
examsW1A-015_MAT.txt,exams,exams,non-professional writing,written
examsW1A-016_MAT.txt,exams,exams,non-professional writing,written
examsW1A-017_MAT.txt,exams,exams,non-professional writing,written
examsW1A-018_MAT.txt,exams,exams,non-professional writing,written
examsW1A-019_MAT.txt,exams,exams,non-professional writing,written
examsW1A-020_MAT.txt,exams,exams,non-professional writing,written
fictionW2F-001_MAT.txt,fiction,fiction,fiction,written
fictionW2F-002_MAT.txt,fiction,fiction,fiction,written
fictionW2F-003_MAT.txt,fiction,fiction,fiction,written
fictionW2F-004_MAT.txt,fiction,fiction,fiction,written
fictionW2F-005_MAT.txt,fiction,fiction,fiction,written
fictionW2F-006_MAT.txt,fiction,fiction,fiction,written
fictionW2F-007_MAT.txt,fiction,fiction,fiction,written
fictionW2F-008_MAT.txt,fiction,fiction,fiction,written
fictionW2F-009_MAT.txt,fiction,fiction,fiction,written
fictionW2F-010_MAT.txt,fiction,fiction,fiction,written
fictionW2F-011_MAT.txt,fiction,fiction,fiction,written
fictionW2F-012_MAT.txt,fiction,fiction,fiction,written
fictionW2F-013_MAT.txt,fiction,fiction,fiction,written
fictionW2F-014_MAT.txt,fiction,fiction,fiction,written
fictionW2F-015_MAT.txt,fiction,fiction,fiction,written
fictionW2F-016_MAT.txt,fiction,fiction,fiction,written
fictionW2F-017_MAT.txt,fiction,fiction,fiction,written
fictionW2F-018_MAT.txt,fiction,fiction,fiction,written
fictionW2F-019_MAT.txt,fiction,fiction,fiction,written
fictionW2F-020_MAT.txt,fiction,fiction,fiction,written
instructionalW2D-001_MAT.txt,instructional,instructional,instructional,written
instructionalW2D-002_MAT.txt,instructional,instructional,instructional,written
instructionalW2D-003_MAT.txt,instructional,instructional,instructional,written
instructionalW2D-004_MAT.txt,instructional,instructional,instructional,written
instructionalW2D-005_MAT.txt,instructional,instructional,instructional,written
instructionalW2D-006_MAT.txt,instructional,instructional,instructional,written
instructionalW2D-007_MAT.txt,instructional,instructional,instructional,written
instructionalW2D-008_MAT.txt,instructional,instructional,instructional,written
instructionalW2D-009_MAT.txt,instructional,instructional,instructional,written
instructionalW2D-010_MAT.txt,instructional,instructional,instructional,written
instructionalW2D-011_MAT.txt,instructional,instructional,instructional,written
instructionalW2D-012_MAT.txt,instructional,instructional,instructional,written
instructionalW2D-013_MAT.txt,instructional,instructional,instructional,written
instructionalW2D-014_MAT.txt,instructional,instructional,instructional,written
instructionalW2D-015_MAT.txt,instructional,instructional,instructional,written
instructionalW2D-016_MAT.txt,instructional,instructional,instructional,written
